date,binary_mean,binary_squared_mean,binary_sqrt_mean,prob_mean,prob_squared_mean,prob_sqrt_mean
5/7/2020,-0.309,-0.214,-0.338,-0.12,-0.071,-0.137
5/8/2020,-0.046,-0.073,-0.034,0.015,-0.01,0.024
5/9/2020,0.0,-0.048,0.006,0.017,-0.01,0.023
5/10/2020,-0.153,-0.268,-0.12,-0.014,-0.065,-0.003
5/11/2020,0.173,0.15,0.179,0.187,0.195,0.177
5/12/2020,0.236,0.271,0.219,0.16,0.158,0.161
5/13/2020,0.011,0.036,0.003,0.056,0.05,0.058
5/14/2020,0.068,0.03,0.092,0.133,0.106,0.146
5/15/2020,0.242,0.376,0.183,0.072,0.127,0.051
5/16/2020,-0.006,0.091,-0.025,0.024,0.086,0.008
5/17/2020,0.563,0.524,0.551,0.37,0.391,0.345
5/18/2020,0.192,0.252,0.155,0.164,0.187,0.15
5/19/2020,0.228,0.266,0.205,0.201,0.207,0.198
5/20/2020,0.214,0.355,0.147,0.151,0.216,0.118
5/21/2020,0.034,0.056,0.008,0.022,0.004,0.023
5/22/2020,0.17,0.196,0.171,0.095,0.083,0.103
5/23/2020,0.005,0.211,-0.068,0.021,0.085,-0.004
5/24/2020,0.063,0.041,0.069,0.042,0.039,0.041
5/25/2020,0.128,0.077,0.152,0.052,0.02,0.065
5/26/2020,-0.279,-0.243,-0.283,-0.151,-0.132,-0.154
5/27/2020,0.357,0.455,0.321,0.146,0.197,0.127
5/28/2020,0.456,0.461,0.452,0.357,0.387,0.34
5/29/2020,-0.087,-0.113,-0.087,0.046,0.04,0.049
5/30/2020,-0.514,-0.567,-0.5,-0.103,-0.172,-0.083
5/31/2020,-0.446,-0.362,-0.474,-0.047,-0.012,-0.06
6/1/2020,-0.238,-0.222,-0.246,-0.047,-0.05,-0.049
6/2/2020,-0.201,-0.358,-0.147,-0.055,-0.123,-0.033
6/3/2020,0.022,0.066,0.006,0.149,0.181,0.137
6/4/2020,0.09,0.031,0.101,0.179,0.168,0.175
6/5/2020,-0.174,-0.095,-0.196,-0.012,0.049,-0.03
6/6/2020,0.181,0.272,0.136,0.094,0.142,0.07
6/7/2020,-0.531,-0.434,-0.545,-0.282,-0.204,-0.3
6/8/2020,0.122,0.152,0.117,0.068,0.103,0.056
6/9/2020,0.275,0.358,0.24,0.176,0.172,0.176
6/10/2020,-0.059,-0.025,-0.083,-0.025,-0.011,-0.036
6/11/2020,-0.189,-0.148,-0.206,-0.064,-0.074,-0.057
6/12/2020,0.045,-0.036,0.074,0.107,0.108,0.108
6/13/2020,0.126,0.155,0.105,0.113,0.091,0.112
6/14/2020,0.107,0.062,0.131,0.089,0.068,0.099
6/15/2020,0.134,0.137,0.118,0.192,0.218,0.172
6/16/2020,-0.149,-0.226,-0.096,0.055,0.018,0.076
6/17/2020,0.215,0.341,0.159,0.146,0.197,0.124
6/18/2020,0.107,0.272,0.04,0.099,0.194,0.065
6/19/2020,-0.023,-0.077,0.014,0.002,-0.036,0.03
6/20/2020,0.117,0.187,0.104,0.207,0.275,0.187
6/21/2020,0.229,0.163,0.27,0.245,0.243,0.248
6/22/2020,-0.015,-0.081,0.009,0.027,0.028,0.023
6/23/2020,0.357,0.491,0.307,0.19,0.231,0.172
6/24/2020,0.375,0.406,0.375,0.244,0.277,0.237
6/25/2020,0.316,0.304,0.339,0.191,0.206,0.189
6/26/2020,0.227,0.212,0.221,0.132,0.124,0.126
6/27/2020,0.074,0.029,0.107,0.052,0.042,0.059
6/28/2020,-0.02,-0.02,-0.023,-0.028,-0.029,-0.031
6/29/2020,0.306,0.312,0.274,0.148,0.144,0.139
6/30/2020,-0.192,-0.311,-0.112,-0.073,-0.134,-0.032
7/1/2020,-0.009,-0.029,-0.003,0.084,0.059,0.093
